titleEnglish;titleRomaji;startDate;endDate;format;genres;popularity;score;image
801 T.T.S. Airbats;Aozora Shoujotai;21/10/1994;21/8/1996;OVA;['Adventure', 'Comedy', 'Romance'];2128;59;images\1233.png
;Hand Maid Mai;18/1/2003;18/1/2003;OVA;['Comedy', 'Romance', 'Sci-Fi'];900;53;images\1234.png
I''s Pure Bonus;I''s Pure Bonus;18/12/2005;22/7/2006;SPECIAL;['Comedy', 'Ecchi', 'Romance'];1114;56;images\1235.png
Spaceketeers;SF Saiyuuki Starzinger;2/4/1978;26/8/1979;TV;['Adventure', 'Mecha', 'Sci-Fi'];559;52;images\1236.png
One Piece Special: Open Upon the Great Sea! A Father's Huge, HUGE Dream!;ONE PIECE: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!;6/4/2003;6/4/2003;SPECIAL;['Adventure', 'Comedy', 'Fantasy'];5471;67;images\1237.png
One Piece Special: Protect! The Last Great Performance;ONE PIECE TV Special 3: Mamore! Saigo no Oobutai;14/12/2003;14/12/2003;SPECIAL;['Adventure', 'Comedy', 'Fantasy'];5535;69;images\1238.png
Sailor Moon SuperS;Bishoujo Senshi Sailor Moon SuperS;4/3/1995;2/3/1996;TV;['Action', 'Adventure', 'Drama', 'Fantasy', 'Mahou Shoujo', 'Romance'];18653;73;images\1239.png
Sailor Moon SuperS the Movie: Black Dream Hole;Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki;23/12/1995;23/12/1995;MOVIE;['Action', 'Drama', 'Fantasy', 'Mahou Shoujo', 'Romance'];6416;71;images\1240.png
Mobile Suit Gundam Seed Destiny Final Plus: The Chosen Future;Kidou Senshi Gundam SEED DESTINY FINAL PLUS: Eraba Reta Mirai;25/12/2005;25/12/2005;OVA;['Action', 'Drama', 'Mecha', 'Sci-Fi'];3214;65;images\1241.png
;NIGHT HEAD GENESIS;17/6/2006;31/12/2006;TV;['Drama', 'Horror', 'Mystery', 'Psychological', 'Sci-Fi', 'Supernatural'];4378;60;images\1243.png
Takegami: Guardian of Darkness;Ankoku Shindenshou Takegami;23/3/1990;24/1/1992;OVA;['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Supernatural'];649;45;images\1244.png
Twilight of the Dark Master;Shihaisha no Tasogare: TWILIGHT OF THE DARK MASTER;21/1/1998;21/1/1998;OVA;['Horror'];2314;52;images\1245.png
Yugo the Negotiator;Yuugo: Negotiator;24/2/2004;25/5/2004;TV;['Action', 'Drama', 'Mystery', 'Psychological'];2709;63;images\1246.png
Project Blue Earth SOS;Project BLUE Chikyuu SOS;2/7/2006;3/12/2006;OVA;['Adventure', 'Comedy', 'Sci-Fi'];771;56;images\1247.png
Z.O.E 2167 Idolo;Z.O.E 2167 IDOLO;21/2/2001;21/2/2001;OVA;['Action', 'Drama', 'Mecha', 'Romance', 'Sci-Fi'];1839;63;images\1248.png
Z.O.E Dolores, i;Z.O.E Dolores,i;7/4/2001;29/9/2001;TV;['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi'];2164;63;images\1249.png
Elemental Gelade;Erementar Gerad;5/4/2005;27/9/2005;TV;['Adventure', 'Comedy', 'Fantasy', 'Romance'];11130;67;images\1250.png
Nadia: The Secret of Blue Water;Fushigi no Umi no Nadia;13/4/1990;12/4/1991;TV;['Adventure', 'Comedy', 'Romance', 'Sci-Fi'];16526;72;images\1251.png
Nadia: The Secret of Blue Water - The Motion Picture;Fushigi no Umi no Nadia: Original Movie;29/6/1991;29/6/1991;MOVIE;['Action', 'Adventure', 'Drama', 'Mystery', 'Romance'];1874;44;images\1252.png
Saint Seiya: The Hades Chapter - Inferno;Saint Seiya: Meiou Hades Meikai-hen;17/12/2005;6/2/2007;OVA;['Action', 'Adventure', 'Fantasy', 'Sci-Fi'];7859;73;images\1253.png
Saint Seiya: Knights of the Zodiac;Saint Seiya;11/10/1986;1/4/1989;TV;['Action', 'Adventure', 'Fantasy', 'Sci-Fi'];27975;72;images\1254.png
Saint Seiya: Legend of Crimson Youth;Saint Seiya: Shinku no Shounen Densetsu;23/7/1988;23/7/1988;MOVIE;['Adventure', 'Fantasy', 'Sci-Fi'];2989;66;images\1255.png
Saint Seiya: Evil Goddess Eris;Saint Seiya: Jashin Eris;18/7/1987;18/7/1987;MOVIE;['Action', 'Adventure', 'Sci-Fi'];3453;62;images\1256.png
Saint Seiya: The Hades Chapter - Sanctuary;Saint Seiya: Meiou Hades Juuni Kyuu-hen;9/11/2002;25/7/2003;OVA;['Adventure', 'Sci-Fi'];8805;76;images\1257.png
Saint Seiya: The Heated Battle of the Gods;Saint Seiya: Kamigami no Atsuki Tatakai;12/3/1988;12/3/1988;MOVIE;['Adventure', 'Sci-Fi'];3072;63;images\1258.png
Saint Seiya: The Heaven Chapter - Overture;Saint Seiya: Tenkai-hen Josou - overture;14/2/2004;14/2/2004;MOVIE;['Adventure', 'Sci-Fi'];4393;67;images\1259.png
Saint Seiya: Warriors of the Final Holy Battle;Saint Seiya: Saishuu Seisen no Senshi-tachi;18/3/1989;18/3/1989;MOVIE;['Adventure', 'Sci-Fi'];2916;62;images\1260.png
Samurai Pizza Cats;Cat Ninden Teyandee;1/2/1990;12/2/1991;TV;['Action', 'Comedy', 'Mecha', 'Sci-Fi'];2323;62;images\1261.png
;Macross II: Lovers Again;21/5/1992;21/11/1992;OVA;['Action', 'Adventure', 'Mecha', 'Music', 'Sci-Fi'];3025;57;images\1262.png
Wet Summer Days;Suika;25/2/2003;25/6/2003;OVA;['Drama', 'Fantasy', 'Hentai', 'Romance'];859;56;images\1263.png
Ronin Warriors;Yoroiden Samurai Troopers;30/4/1988;4/3/1989;TV;['Adventure', 'Sci-Fi'];2795;64;images\1264.png
Ronin Warriors Gaiden;Yoroiden Samurai Troopers Gaiden;30/4/1989;1/6/1989;OVA;['Adventure', 'Fantasy'];586;56;images\1265.png
Ronin Warriors: Legend of the Inferno Armor;Yoroiden Samurai Troopers Kikoutei Densetsu;8/10/1989;11/1/1990;OVA;['Adventure', 'Fantasy'];529;55;images\1266.png
Ronin Warriors: Message;Yoroiden Samurai Troopers MESSAGE;21/3/1991;23/8/1991;OVA;['Adventure', 'Fantasy'];445;50;images\1267.png
;Aquarian Age: Saga II - Don`t forget me...;21/11/2003;21/11/2003;MOVIE;['Action', 'Drama'];585;48;images\1268.png
;Bio Hunter;8/12/1995;8/12/1995;OVA;['Action', 'Horror'];2736;54;images\1269.png
;Ys;21/11/1989;5/9/1991;OVA;['Adventure', 'Drama', 'Fantasy'];1956;56;images\1276.png
Ys II: Castle in the Heavens;Ys: Tenkuu no Shinden - Adol Christine no Bouken;16/12/1992;21/7/1993;OVA;['Adventure', 'Drama', 'Fantasy'];1185;59;images\1277.png
Sailor Moon SuperS Plus: Ami's First Love;Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi;23/12/1995;23/12/1995;SPECIAL;['Comedy', 'Fantasy', 'Mahou Shoujo', 'Romance'];3890;69;images\1278.png
The Mysterious Cities of Gold;Taiyou no Ko Esteban;29/6/1982;7/6/1983;TV;['Adventure', 'Sci-Fi'];3179;73;images\1279.png
Devil Hunter Yohko;Mamono Hunter Youko;1/12/1990;1/7/1995;OVA;['Comedy', 'Fantasy', 'Horror', 'Supernatural'];2993;54;images\1280.png
Ghost Stories;Gakkou no Kaidan;22/10/2000;25/3/2001;TV;['Horror', 'Mystery', 'Supernatural'];49106;74;images\1281.png
;Choujuu Densetsu Gestalt;22/1/1997;21/2/1997;OVA;['Action', 'Adventure', 'Comedy', 'Fantasy'];796;51;images\1283.png
Jewel BEM Hunter Lime;Houma Hunter Lime;25/10/1996;7/3/1997;OVA;['Comedy'];705;52;images\1284.png
MD Geist - The Most Dangerous Ever;Soukihei MD Geist;21/5/1986;21/5/1986;OVA;['Action', 'Mecha', 'Sci-Fi'];4290;48;images\1285.png
M.D. Geist 2 - Death Force;Soukihei MD Geist 2: DEATH FORCE;1/3/1996;1/3/1996;OVA;['Action', 'Mecha', 'Sci-Fi'];2062;45;images\1286.png
Odin: Photon Space Sailer Starlight;Odin: Koushi Hansen Starlight;10/8/1985;10/8/1985;MOVIE;['Adventure', 'Drama', 'Sci-Fi'];870;43;images\1287.png
Mobile Police Patlabor;Kidou Keisatsu Patlabor;25/4/1988;25/6/1989;OVA;['Comedy', 'Mecha', 'Sci-Fi'];12355;70;images\1288.png
Mobile Police Patlabor: The New Files;Kidou Keisatsu Patlabor: NEW OVA;22/11/1990;23/4/1992;OVA;['Comedy', 'Mecha', 'Sci-Fi'];3305;73;images\1289.png
Mobile Police Patlabor: WXIII;WXIII Kidou Keisatsu Patlabor;30/3/2002;30/3/2002;MOVIE;['Mecha', 'Sci-Fi'];3816;62;images\1290.png
;Afro Samurai;4/1/2007;1/2/2007;TV;['Action', 'Adventure'];58071;70;images\1292.png
Urusei Yatsura;Urusei Yatsura;14/10/1981;19/3/1986;TV;['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Slice of Life'];21252;73;images\1293.png
Project A-ko: Uncivil Wars;A-Ko The VS;21/7/1990;21/8/1990;OVA;['Adventure', 'Comedy', 'Sci-Fi'];1229;55;images\1295.png
Project A-Ko 2: The Plot of the Daitokuji Financial Group;PROJECT A-KO 2: Daitokuji Zaibatsu no Inbou;21/5/1987;21/5/1987;OVA;['Comedy', 'Mecha', 'Sci-Fi'];1669;59;images\1296.png
;Project A-Ko 3: Cinderella Rhapsody;20/6/1988;20/6/1988;OVA;['Comedy', 'Mecha', 'Sci-Fi'];1400;57;images\1297.png
;Project A-Ko: FINAL;7/10/1989;7/10/1989;OVA;['Comedy', 'Mecha', 'Sci-Fi'];1378;57;images\1298.png
;FLAG;16/6/2006;2/3/2007;ONA;['Action', 'Adventure', 'Drama', 'Mecha'];5641;67;images\1299.png
;Omishi Mahou Gekijou: Risky★Safety;5/10/1999;4/4/2000;TV_SHORT;['Comedy'];982;55;images\1300.png
Galaxy Express 999 (Movie);Ginga Tetsudou 999 (Movie);4/8/1979;4/8/1979;MOVIE;['Adventure', 'Drama', 'Mecha', 'Sci-Fi'];5168;72;images\1301.png
Adieu Galaxy Express 999;Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki;1/8/1981;1/8/1981;MOVIE;['Drama', 'Sci-Fi'];2467;68;images\1302.png
The Animatrix;Animatrix;3/6/2003;3/6/2003;OVA;['Action', 'Drama', 'Psychological', 'Sci-Fi'];13719;69;images\1303.png
Dai-Guard;Chikyuu Bouei Kigyou Dai-Guard;5/10/1999;28/3/2000;TV;['Adventure', 'Comedy', 'Mecha', 'Sci-Fi'];2346;66;images\1312.png
Digimon: Digital Monsters 02;Digimon Adventure 02;2/4/2000;25/3/2001;TV;['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Sci-Fi'];29661;68;images\1313.png
DT Eightron;DT Eightron;18/4/1998;6/11/1998;TV;['Sci-Fi'];637;52;images\1314.png
Idaten Jump;Idaten Jump;1/10/2005;30/9/2006;TV;['Adventure', 'Mystery', 'Sports', 'Supernatural'];3897;69;images\1316.png
The Illusionary Golden Bowl;Eyeshield 21: Maboroshi no Golden Bowl;None/None/2004;None/None/2004;MOVIE;['Sports'];1339;59;images\1317.png
Earthian;Earthian;26/7/1989;21/12/1996;OVA;['Drama'];1437;51;images\1324.png
;Hamelin no Violin Hiki;2/10/1996;26/3/1997;TV;['Adventure', 'Drama', 'Fantasy'];1361;55;images\1325.png
;Aoki Densetsu Shoot!;7/11/1993;25/12/1994;TV;['Action', 'Comedy', 'Drama', 'Romance', 'Sports'];2270;67;images\1327.png
One Pound Gospel;1-Pound no Fukuin;2/12/1988;2/12/1988;OVA;['Comedy', 'Romance', 'Sports'];1760;59;images\1328.png
Rail of the Star: A True Story of Children;O-Hoshisama no Rail;10/7/1993;10/7/1993;MOVIE;['Drama'];870;60;images\1329.png
The Elven Bride;Elf no Wakaokusama;25/7/1995;27/10/1995;OVA;['Fantasy', 'Hentai'];437;50;images\1332.png
Noozles;Fushigi na Koala Blinky;16/7/1984;16/12/1984;TV;['Adventure', 'Comedy', 'Fantasy'];301;46;images\1333.png
Ghost in the Shell: Stand Alone Complex: Tachikomatic Days;"Koukaku Kidoutai: STAND ALONE COMPLEX - Section 9 Science File ""Tachikoma na Hibi""";21/12/2002;21/12/2003;SPECIAL;['Comedy', 'Mecha', 'Sci-Fi'];3770;65;images\1335.png
The Guyver: Bio-Booster Armor;Kyoushoku Soukou Guyver ACT II;24/10/1991;21/8/1992;OVA;['Action', 'Adventure', 'Drama', 'Horror', 'Sci-Fi'];1437;61;images\1336.png
;Dororon Enma-kun;4/10/1973;28/3/1974;TV;['Comedy', 'Fantasy'];962;53;images\1337.png
Tokyo Revelation;Shin Megami Tensei: Tokyo Mokushiroku;21/4/1995;21/6/1995;OVA;['Action', 'Sci-Fi', 'Supernatural'];1778;46;images\1338.png
Judge;Yami no Shihosha Judge;15/6/1991;15/6/1991;OVA;['Action', 'Horror', 'Supernatural'];892;46;images\1340.png
Violence Jack: Slumking;Violence Jack: Harem Bomber;5/6/1986;5/6/1986;OVA;['Action', 'Drama', 'Horror'];2890;46;images\1341.png
Violence Jack: Evil Town;Violence Jack: Jigokugai;21/12/1988;21/12/1988;OVA;['Action', 'Drama', 'Horror'];2318;49;images\1342.png
;Violence Jack: Hell's Wind;9/11/1990;9/11/1990;OVA;['Action', 'Drama', 'Horror'];1990;49;images\1343.png
8 Man After;8 Man AFTER;21/8/1993;22/11/1993;OVA;['Action', 'Drama', 'Sci-Fi'];1003;55;images\1344.png
Psychic Wars;Soujuu Senshi Psychic Wars;22/2/1991;22/2/1991;OVA;['Action'];1231;25;images\1345.png
Bubblegum Crisis;Bubblegum Crisis;25/2/1987;30/1/1991;OVA;['Action', 'Mecha', 'Sci-Fi'];12170;69;images\1347.png
Bubblegum Crash;Bubblegum Crash;25/5/1991;21/12/1991;OVA;['Action', 'Adventure', 'Mecha', 'Sci-Fi'];2738;60;images\1348.png
A.D. Police: To Protect and Serve;A.D. Police;8/4/1999;30/6/1999;TV;['Action', 'Mecha', 'Sci-Fi'];2315;52;images\1349.png
Parasite Dolls;Parasite Dolls;22/5/2003;24/7/2003;OVA;['Action', 'Mecha', 'Sci-Fi'];4654;61;images\1350.png
Angel Cop;Angel Cop;1/9/1989;20/5/1994;OVA;['Action', 'Adventure', 'Sci-Fi'];5073;54;images\1351.png
;Cyber City OEDO 808;21/6/1990;4/10/1991;OVA;['Action', 'Adventure', 'Sci-Fi'];7003;68;images\1352.png
Dark Warrior;Makyu Senjo;22/3/1991;25/5/1991;OVA;['Action', 'Adventure', 'Sci-Fi'];349;40;images\1355.png
Fist of the North Star 2;Hokuto no Ken 2;12/3/1987;18/2/1988;TV;['Action', 'Drama'];5510;71;images\1356.png
New Fist of the North Star;Shin Hokuto no Ken;24/7/2003;28/5/2004;OVA;['Action', 'Sci-Fi'];2735;64;images\1357.png
Fist of the North Star Movie;Hokuto no Ken Movie;8/3/1986;8/3/1986;MOVIE;['Action', 'Adventure', 'Sci-Fi'];3860;68;images\1358.png
;Final Fantasy: The Spirits Within;2/7/2001;2/7/2001;MOVIE;['Action', 'Drama', 'Sci-Fi'];7624;57;images\1361.png
Street Fighter II: The Animated Movie;Street Fighter II: The Movie;6/8/1994;6/8/1994;MOVIE;['Action'];5270;67;images\1362.png
Case Closed: Captured In Her Eyes;Meitantei Conan: Hitomi no Naka no Ansatsusha;22/4/2000;22/4/2000;MOVIE;['Adventure', 'Drama', 'Mystery'];10095;77;images\1363.png
Case Closed: Countdown to Heaven;Meitantei Conan: Tengoku e no Count Down;21/4/2001;21/4/2001;MOVIE;['Mystery'];9974;78;images\1364.png
Case Closed: The Phantom of Baker Street;Meitantei Conan: Baker Street no Bourei;20/4/2002;20/4/2002;MOVIE;['Adventure', 'Mystery'];11067;79;images\1365.png
Case Closed: Crossroad in the Ancient Capital;Meitantei Conan: Meikyuu no Crossroad;19/4/2003;19/4/2003;MOVIE;['Adventure', 'Mystery'];8596;74;images\1366.png
Case Closed: Magician of the Silver Sky;Meitantei Conan: Ginyoku no Magician;17/4/2004;17/4/2004;MOVIE;['Adventure', 'Mystery'];9149;77;images\1367.png
;Meitantei Conan: Kieta Daiya wo Oe! Conan & Heiji vs Kid!;15/3/2006;15/3/2006;OVA;['Mystery'];2886;68;images\1368.png
Case Closed: Conan vs. Kid vs. Yaiba;Meitantei Conan: Conan VS KID VS YAIBA;None/None/2000;None/None/2000;OVA;['Adventure', 'Comedy', 'Drama', 'Mystery'];3813;68;images\1369.png
Mt. Head;Atama Yama;1/1/2002;1/1/2002;MOVIE;['Comedy', 'Fantasy'];2135;60;images\1370.png
Phoenix;Hi no Tori;21/3/2004;27/6/2004;TV;['Adventure', 'Drama', 'Sci-Fi', 'Supernatural'];2408;63;images\1371.png
You're Under Arrest! (TV);Taiho Shichauzo (TV);5/10/1996;27/9/1997;TV;['Action', 'Comedy'];8134;72;images\1372.png
;Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki;22/12/2003;22/12/2003;TV;['Drama'];1250;66;images\1373.png
Guyver: The Bioboosted Armor;Kyoushoku Soukou Guyver (TV);6/8/2005;18/2/2006;TV;['Adventure', 'Sci-Fi'];3014;65;images\1374.png
My Daddy Long Legs;Watashi no Ashinaga Oji-san;14/1/1990;23/12/1990;TV;['Comedy', 'Romance', 'Slice of Life'];3249;70;images\1375.png
;Ojamajo Doremi Na-i-sho;26/6/2004;11/12/2004;OVA;['Comedy', 'Drama', 'Fantasy', 'Mahou Shoujo', 'Slice of Life'];2685;77;images\1376.png
Space Symphonic Poem Maetel ~Galaxy Express 999 Side Story~;Uchuu Koukyoushi Maetel: Ginga Tetsudou 999 Gaiden;6/8/2004;21/3/2005;TV;['Drama', 'Sci-Fi'];1178;59;images\1377.png
Wrath of the Ninja;Sengoku Kitan Youtouden Soushuuhen;27/5/1989;27/5/1989;MOVIE;['Action'];842;49;images\1378.png
;Kino no Tabi: Nanika wo Suru Tame ni -life goes on.-;19/2/2005;19/2/2005;MOVIE;['Adventure', 'Drama', 'Fantasy', 'Slice of Life'];13145;75;images\1379.png
Blue Gender: The Warrior;BLUE GENDER: THE WARRIOR;20/11/2002;20/11/2002;MOVIE;['Adventure', 'Drama', 'Horror', 'Mecha', 'Sci-Fi'];1660;57;images\1380.png
Crest of the Stars Soushuu-hen;Seikai no Monshou Soushuu-hen;7/4/2000;7/4/2000;SPECIAL;['Action', 'Romance', 'Sci-Fi'];697;61;images\1381.png
King of Braves GaoGaiGar Final;Yuusha-Ou GaoGaiGar FINAL;21/1/2000;21/3/2003;OVA;['Adventure', 'Drama', 'Mecha', 'Sci-Fi'];2415;77;images\1382.png
Vampire Princess Miyu;Kyuuketsu-hime Miyu;21/7/1988;21/4/1989;OVA;['Action', 'Drama', 'Horror'];4163;63;images\1384.png
Future GPX Cyber Formula;Shin Seiki GPX Cyber Formula;15/3/1991;20/12/1991;TV;['Action', 'Sci-Fi', 'Sports'];2338;66;images\1391.png
;Shin Seiki GPX Cyber Formula 11;1/11/1992;1/6/1993;OVA;['Drama', 'Sci-Fi', 'Sports'];812;65;images\1392.png
;Shin Seiki GPX Cyber Formula ZERO;1/4/1994;1/2/1995;OVA;['Action', 'Drama', 'Sci-Fi', 'Sports'];747;66;images\1393.png
;Shin Seiki GPX Cyber Formula SAGA;1/8/1996;2/7/1997;OVA;['Drama', 'Sci-Fi', 'Sports'];765;66;images\1394.png
;Shin Seiki GPX Cyber Formula SIN;21/12/1998;17/3/2000;OVA;['Drama', 'Sci-Fi', 'Sports'];752;66;images\1395.png
;Shin Seiki GPX Cyber Formula: EARLYDAYS RENEWAL;1/4/1996;1/6/1996;OVA;['Drama', 'Sci-Fi', 'Sports'];214;;images\1396.png
;Macross 7;16/10/1994;24/9/1995;TV;['Action', 'Comedy', 'Drama', 'Mecha', 'Music', 'Sci-Fi'];7533;68;images\1397.png
;Macross Dynamite 7;18/12/1997;25/8/1998;OVA;['Adventure', 'Comedy', 'Mecha', 'Music', 'Sci-Fi'];3566;65;images\1398.png
;Macross 7 Encore;18/12/1995;25/2/1996;OVA;['Action', 'Comedy', 'Drama', 'Mecha', 'Music', 'Sci-Fi'];2230;65;images\1399.png
Macross 7: The Galaxy is Calling Me;Macross 7: Ginga ga Ore wo Yonde Iru;30/9/1995;30/9/1995;MOVIE;['Action', 'Comedy', 'Drama', 'Mecha', 'Music', 'Sci-Fi'];2279;64;images\1400.png
;Immortal Grand Prix;15/9/2003;19/9/2003;TV_SHORT;['Mecha', 'Sci-Fi', 'Sports'];808;56;images\1409.png
;IGPX Immortal Grand Prix 2;20/5/2006;26/8/2006;TV;['Mecha', 'Sci-Fi', 'Sports'];1670;67;images\1410.png
Lupin the 3rd;Lupin III;24/10/1971;26/3/1972;TV;['Adventure', 'Comedy'];23394;73;images\1412.png
Lupin the 3rd: Alcatraz Connection;Lupin III: Alcatraz Connection;3/8/2001;3/8/2001;SPECIAL;['Adventure', 'Comedy'];2066;65;images\1413.png
Lupin III: Angel Tactics;Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori;22/7/2005;22/7/2005;SPECIAL;['Adventure', 'Comedy'];1764;64;images\1414.png
Lupin the 3rd: Bye Bye, Lady Liberty;Lupin III: Bye Bye Liberty - Kiki Ippatsu!;1/4/1989;1/4/1989;SPECIAL;['Adventure', 'Comedy'];2296;64;images\1415.png
Lupin III: Dead or Alive;Lupin III: DEAD OR ALIVE;20/4/1996;20/4/1996;MOVIE;['Adventure', 'Comedy'];2832;67;images\1416.png
Lupin the 3rd: Dragon of Doom;Lupin III: Moeyo Zantetsuken;29/7/1994;29/7/1994;SPECIAL;['Adventure', 'Comedy'];2153;65;images\1417.png
Lupin the 3rd Episode 0: The First Contact;"Lupin III: EPISODE:0 ""First Contact""";26/7/2002;26/7/2002;SPECIAL;['Adventure', 'Comedy', 'Mystery'];2854;71;images\1418.png
Lupin III: Farewell to Nostradamus;Lupin III: Kutabare! Nostradamus;22/4/1995;22/4/1995;MOVIE;['Adventure', 'Comedy'];3042;70;images\1419.png
Lupin the 3rd: From Siberia with Love;Lupin III: Russia yori Ai wo Komete;24/7/1992;24/7/1992;SPECIAL;['Action', 'Comedy'];1781;60;images\1420.png
Lupin the 3rd: The Hemingway Papers;Lupin III: Hemingway Paper no Nazo;20/7/1990;20/7/1990;SPECIAL;['Adventure', 'Comedy'];1960;64;images\1421.png
Lupin the 3rd: Missed By A Dollar;Lupin III: $1 Money Wars;28/7/2000;28/7/2000;SPECIAL;['Adventure', 'Comedy'];1885;66;images\1422.png
Lupin the 3rd: Napoleon's Dictionary;Lupin III: Napoleon no Jisho wo Ubae;9/8/1991;9/8/1991;SPECIAL;['Adventure', 'Comedy'];1876;61;images\1423.png
Lupin the 3rd: Operation Return the Treasure;Lupin III: Otakara Henkyaku Daisakusen!!;1/8/2003;1/8/2003;SPECIAL;['Adventure', 'Comedy'];1773;68;images\1424.png
Lupin the 3rd Part 2;Lupin III: Part II;3/10/1977;6/10/1980;TV;['Action', 'Adventure', 'Comedy', 'Mystery'];8458;74;images\1425.png
Lupin the Third Part 3;Lupin III: Part III;3/3/1984;28/9/1985;TV;['Adventure', 'Comedy'];5906;68;images\1426.png
Lupin III: Return of Pycal;Lupin III: Ikiteita Majutsushi;3/4/2002;3/4/2002;OVA;['Adventure', 'Comedy', 'Music'];1641;51;images\1427.png
Lupin the 3rd: Swallowtail Tattoo;Lupin III: Nusumareta Lupin - Copy Cat wa Manatsu no Cho;30/7/2004;30/7/2004;SPECIAL;['Adventure', 'Comedy'];1943;64;images\1429.png
Lupin The 3rd: The Castle of Cagliostro;Lupin III: Cagliostro no Shiro;15/12/1979;15/12/1979;MOVIE;['Action', 'Adventure', 'Comedy', 'Mystery'];23573;80;images\1430.png
Lupin the 3rd: The Fuma Conspiracy;Lupin III: Fuuma Ichizoku no Inbou;26/12/1987;26/12/1987;MOVIE;['Adventure', 'Comedy'];3415;70;images\1432.png
Lupin the 3rd: The Legend of the Gold of Babylon;Lupin III: Babylon no Ougon Densetsu;13/7/1985;13/7/1985;MOVIE;['Adventure', 'Comedy'];2453;59;images\1433.png
Lupin the 3rd: The Pursuit of Harimao's Treasure;Lupin III: Harimao no Zaiho wo oe!!;4/8/1995;4/8/1995;SPECIAL;['Adventure', 'Comedy'];1845;64;images\1434.png
Lupin III: The Secret of Mamo;Lupin III: Lupin vs Fukusei-ningen;16/12/1978;16/12/1978;MOVIE;['Adventure', 'Comedy', 'Mystery'];4200;68;images\1435.png
Lupin the 3rd: The Secret of Twilight Gemini;"Lupin III: ""Twilight☆Gemini no Himitsu"" ";2/8/1996;2/8/1996;SPECIAL;['Adventure', 'Comedy'];1833;62;images\1436.png
Lupin The 3rd: Tokyo Crisis;Lupin III: Honoo no Kioku - Tokyo Crisis;24/7/1998;24/7/1998;SPECIAL;['Action', 'Adventure', 'Comedy', 'Mystery'];2258;68;images\1437.png
Lupin the 3rd: Voyage to Danger;Lupin III: Lupin Ansatsu Shirei;23/7/1993;23/7/1993;SPECIAL;['Adventure', 'Comedy'];2217;65;images\1438.png
Lupin the Third: Island of Assassins;Lupin III: Walther P-38;1/8/1997;1/8/1997;SPECIAL;['Action', 'Adventure', 'Comedy', 'Mystery'];2349;69;images\1439.png
Ninja Cadets;Ninja Mono;27/3/1996;12/6/1996;OVA;['Adventure', 'Comedy', 'Supernatural'];748;49;images\1440.png
Night on the Galactic Railroad;Ginga Tetsudou no Yoru;13/7/1985;13/7/1985;MOVIE;['Drama', 'Fantasy', 'Mystery'];8784;71;images\1441.png
;SOL BIANCA;21/3/1990;21/7/1991;OVA;['Adventure', 'Sci-Fi'];1652;55;images\1443.png
Sol Bianca: The Legacy;Sol Bianca: Taiyou no Fune;24/9/1999;6/10/2000;OVA;['Adventure', 'Mecha', 'Sci-Fi'];1003;55;images\1444.png
Speed Racer;Mach GoGoGo;2/4/1967;31/3/1968;TV;['Adventure', 'Sports'];3217;61;images\1445.png
Go Lion;Hyakujuu-Ou GoLion;4/3/1981;24/2/1982;TV;['Adventure', 'Mecha', 'Sci-Fi'];1739;59;images\1448.png
Brigadoon;Brigadoon: Marin to Melan;21/7/2000;9/2/2001;TV;['Adventure', 'Comedy', 'Drama', 'Mecha', 'Sci-Fi'];3907;65;images\1450.png
Sword for Truth;Shuranosuke Zanmaken: Shikamamon no Otoko;28/12/1990;28/12/1990;MOVIE;['Action', 'Supernatural', 'Thriller'];1064;39;images\1451.png
;The Samurai;1/11/1987;1/11/1987;OVA;['Action', 'Comedy', 'Romance'];727;52;images\1452.png
;Maison Ikkoku;26/3/1986;2/3/1988;TV;['Comedy', 'Drama', 'Romance', 'Slice of Life'];17628;77;images\1453.png
;Kemonozume;5/8/2006;5/11/2006;TV;['Action', 'Horror', 'Romance', 'Supernatural'];15204;69;images\1454.png
Ninja Resurrection;Makai Tenshou;27/2/1998;27/3/1998;OVA;['Action', 'Supernatural'];1245;45;images\1455.png
L/R: Licensed by Royalty;L/R -Licensed by Royal-;8/1/2003;26/3/2003;TV;['Action', 'Adventure', 'Mystery'];1056;55;images\1456.png
Key the Metal Idol;KEY THE METAL IDOL;16/12/1994;18/6/1997;OVA;['Action', 'Drama', 'Mecha', 'Music', 'Sci-Fi'];6928;65;images\1457.png
Space Knight Tekkaman;Uchuu no Kishi Tekkaman;2/7/1975;24/12/1975;TV;['Action', 'Adventure', 'Mecha', 'Sci-Fi'];1014;54;images\1458.png
